Orders             Exp_profit          Exp_sales           Exp_lost_sales      Exp_leftover        Stockout_prob

     4091.27          219833.87             3016.59              120.58             1074.68                0.20



Scenario           Profit              Sales               Leftover_inv        demand
s491           298430.07                    3802.55              288.72             3802.55
s492           231706.33                    3135.32              955.95             3135.32
s493           244584.82                    3264.10              827.17             3264.10
s494           130570.98                    2123.96             1967.31             2123.96
s495           205823.94                    2876.49             1214.78             2876.49
s496            95247.33                    1770.73             2320.54             1770.73
s497           224075.14                    3059.01             1032.26             3059.01
s498           206855.05                    2886.80             1204.47             2886.80
s499           223999.94                    3058.25             1033.02             3058.25
s500           327301.63                    4091.27                0.00             5004.41
s501           242548.44                    3243.74              847.53             3243.74
s502           295851.61                    3776.77              314.50             3776.77
s503            77596.97                    1594.22             2497.05             1594.22
s504           123007.49                    2048.33             2042.94             2048.33
s505           260043.73                    3418.69              672.58             3418.69
s506           204442.50                    2862.68             1228.59             2862.68
s507           327301.63                    4091.27                0.00             5600.52
s508           327301.63                    4091.27                0.00             4239.73
s509            67824.00                    1496.49             2594.78             1496.49
s510           131931.41                    2137.57             1953.70             2137.57
s511           149491.22                    2313.17             1778.10             2313.17
s512           -81825.41                       0.00             4091.27                0.00
s513           327301.63                    4091.27                0.00             4519.56
s514           109536.97                    1913.62             2177.65             1913.62
s515            94060.39                    1758.86             2332.41             1758.86
s516           260221.66                    3420.47              670.80             3420.47
s517           175019.95                    2568.45             1522.82             2568.45
s518           184522.55                    2663.48             1427.79             2663.48
s519           324122.78                    4059.48               31.79             4059.48
s520           327301.63                    4091.27                0.00             4541.30
s521           176102.97                    2579.28             1511.99             2579.28
s522           268948.78                    3507.74              583.53             3507.74
s523           136037.07                    2178.62             1912.65             2178.62
s524           165516.68                    2473.42             1617.85             2473.42
s525           327301.63                    4091.27                0.00             5093.49
s526           327301.63                    4091.27                0.00             4286.58
s527           327301.63                    4091.27                0.00             4157.60
s528            65616.76                    1474.42             2616.85             1474.42
s529           201407.75                    2832.33             1258.94             2832.33
s530           327301.63                    4091.27                0.00             4563.53
s531           327301.63                    4091.27                0.00             4719.79
s532           326738.77                    4085.64                5.63             4085.64
s533           268345.17                    3501.71              589.56             3501.71
s534           298157.90                    3799.83              291.44             3799.83
s535            96725.76                    1785.51             2305.76             1785.51
s536           327301.63                    4091.27                0.00             4811.28
s537           -72235.04                      95.90             3995.37               95.90
s538           327301.63                    4091.27                0.00             4215.52
s539           275328.22                    3571.54              519.73             3571.54
