Orders             Exp_profit          Exp_sales           Exp_lost_sales      Exp_leftover        Stockout_prob       CVaR

     1612.68          124385.13             1566.39             1570.79               46.29                0.92            82725.06



Scenario           Profit              Sales               Leftover_inv        demand
s435            81729.14                    1139.83              472.85             1139.83
s436           129014.02                    1612.68                0.00             2767.47
s437           129014.02                    1612.68                0.00             3093.50
s438           129014.02                    1612.68                0.00             4122.92
s439           129014.02                    1612.68                0.00             2944.97
s440           129014.02                    1612.68                0.00             1967.31
s441            22817.90                     550.71             1061.96              550.71
s442           129014.02                    1612.68                0.00             2071.78
s443           129014.02                    1612.68                0.00             3659.06
s444           129014.02                    1612.68                0.00             3847.68
s445           129014.02                    1612.68                0.00             3508.44
s446           129014.02                    1612.68                0.00             3547.67
s447           129014.02                    1612.68                0.00             1869.99
s448           129014.02                    1612.68                0.00             4516.27
s449           129014.02                    1612.68                0.00             5292.89
s450           129014.02                    1612.68                0.00             4436.69
s451           129014.02                    1612.68                0.00             2722.73
s452           129014.02                    1612.68                0.00             1892.67
s453           129014.02                    1612.68                0.00             3977.76
s454           129014.02                    1612.68                0.00             5742.93
s455           129014.02                    1612.68                0.00             4437.46
s456           129014.02                    1612.68                0.00             1801.03
s457           129014.02                    1612.68                0.00             2652.99
s458           129014.02                    1612.68                0.00             2252.26
s459           115753.03                    1480.07              132.61             1480.07
s460           129014.02                    1612.68                0.00             2945.71
s461           129014.02                    1612.68                0.00             4208.20
s462           129014.02                    1612.68                0.00             1979.30
s463           129014.02                    1612.68                0.00             4166.14
s464           129014.02                    1612.68                0.00             3774.74
s465           113740.75                    1459.94              152.73             1459.94
s466           129014.02                    1612.68                0.00             3158.20
s467           129014.02                    1612.68                0.00             1689.51
s468           -15598.39                     166.55             1446.12              166.55
s469           -32253.51                       0.00             1612.68                0.00
s470           129014.02                    1612.68                0.00             4851.84
s471           129014.02                    1612.68                0.00             3980.06
s472           129014.02                    1612.68                0.00             2757.49
s473           129014.02                    1612.68                0.00             2808.22
s474           129014.02                    1612.68                0.00             1775.45
s475           129014.02                    1612.68                0.00             2815.37
s476           129014.02                    1612.68                0.00             5157.40
s477            81319.03                    1135.73              476.95             1135.73
s478           129014.02                    1612.68                0.00             3904.70
s479           129014.02                    1612.68                0.00             2882.47
s480           129014.02                    1612.68                0.00             4877.46
s481           129014.02                    1612.68                0.00             1975.52
s482           129014.02                    1612.68                0.00             2265.00
s483           129014.02                    1612.68                0.00             3968.11
s484           129014.02                    1612.68                0.00             5149.28
s485            45474.40                     777.28              835.40              777.28
s486            63552.36                     958.06              654.62              958.06
s487           129014.02                    1612.68                0.00             4284.70
s488           129014.02                    1612.68                0.00             3327.25
s489           129014.02                    1612.68                0.00             5573.77
s490           129014.02                    1612.68                0.00             4540.77
s491           129014.02                    1612.68                0.00             3802.55
s492           129014.02                    1612.68                0.00             3135.32
s493           129014.02                    1612.68                0.00             3264.10
s494           129014.02                    1612.68                0.00             2123.96
s495           129014.02                    1612.68                0.00             2876.49
s496           129014.02                    1612.68                0.00             1770.73
s497           129014.02                    1612.68                0.00             3059.01
s498           129014.02                    1612.68                0.00             2886.80
s499           129014.02                    1612.68                0.00             3058.25
s500           129014.02                    1612.68                0.00             5004.41
s501           129014.02                    1612.68                0.00             3243.74
s502           129014.02                    1612.68                0.00             3776.77
s503           127168.88                    1594.22               18.45             1594.22
s504           129014.02                    1612.68                0.00             2048.33
s505           129014.02                    1612.68                0.00             3418.69
s506           129014.02                    1612.68                0.00             2862.68
s507           129014.02                    1612.68                0.00             5600.52
s508           129014.02                    1612.68                0.00             4239.73
s509           117395.90                    1496.49              116.18             1496.49
s510           129014.02                    1612.68                0.00             2137.57
s511           129014.02                    1612.68                0.00             2313.17
s512           -32253.51                       0.00             1612.68                0.00
s513           129014.02                    1612.68                0.00             4519.56
s514           129014.02                    1612.68                0.00             1913.62
s515           129014.02                    1612.68                0.00             1758.86
s516           129014.02                    1612.68                0.00             3420.47
s517           129014.02                    1612.68                0.00             2568.45
s518           129014.02                    1612.68                0.00             2663.48
s519           129014.02                    1612.68                0.00             4059.48
s520           129014.02                    1612.68                0.00             4541.30
s521           129014.02                    1612.68                0.00             2579.28
s522           129014.02                    1612.68                0.00             3507.74
s523           129014.02                    1612.68                0.00             2178.62
s524           129014.02                    1612.68                0.00             2473.42
s525           129014.02                    1612.68                0.00             5093.49
s526           129014.02                    1612.68                0.00             4286.58
s527           129014.02                    1612.68                0.00             4157.60
s528           115188.66                    1474.42              138.25             1474.42
s529           129014.02                    1612.68                0.00             2832.33
s530           129014.02                    1612.68                0.00             4563.53
s531           129014.02                    1612.68                0.00             4719.79
s532           129014.02                    1612.68                0.00             4085.64
s533           129014.02                    1612.68                0.00             3501.71
s534           129014.02                    1612.68                0.00             3799.83
s535           129014.02                    1612.68                0.00             1785.51
s536           129014.02                    1612.68                0.00             4811.28
s537           -22663.13                      95.90             1516.77               95.90
s538           129014.02                    1612.68                0.00             4215.52
s539           129014.02                    1612.68                0.00             3571.54
s540           129014.02                    1612.68                0.00             7522.15
s541           129014.02                    1612.68                0.00             2418.87
s542           129014.02                    1612.68                0.00             2627.18
s543           129014.02                    1612.68                0.00             2083.57
s544           129014.02                    1612.68                0.00             2867.76
s545           129014.02                    1612.68                0.00             5482.97
s546           129014.02                    1612.68                0.00             5798.91
s547           129014.02                    1612.68                0.00             3490.85
s548           129014.02                    1612.68                0.00             2517.71
s549           129014.02                    1612.68                0.00             2499.12
s550           129014.02                    1612.68                0.00             3184.53
s551           129014.02                    1612.68                0.00             2908.86
s552           129014.02                    1612.68                0.00             4173.97
s553           129014.02                    1612.68                0.00             3492.64
s554           129014.02                    1612.68                0.00             3513.33
s555           129014.02                    1612.68                0.00             2348.75
s556           129014.02                    1612.68                0.00             3154.30
s557           129014.02                    1612.68                0.00             2916.17
s558           129014.02                    1612.68                0.00             4101.17
s559           129014.02                    1612.68                0.00             2570.47
s560           129014.02                    1612.68                0.00             3411.39
s561           129014.02                    1612.68                0.00             1818.18
s562           129014.02                    1612.68                0.00             2746.09
s563           129014.02                    1612.68                0.00             3901.73
s564           129014.02                    1612.68                0.00             5689.53
s565           129014.02                    1612.68                0.00             1795.72
s566           129014.02                    1612.68                0.00             3905.11
s567           129014.02                    1612.68                0.00             3209.07
s568           129014.02                    1612.68                0.00             3262.45
s569           129014.02                    1612.68                0.00             3744.22
s570           129014.02                    1612.68                0.00             2669.39
s571           129014.02                    1612.68                0.00             3093.03
s572           129014.02                    1612.68                0.00             3383.19
s573           124801.81                    1570.55               42.12             1570.55
s574           129014.02                    1612.68                0.00             2561.43
s575           129014.02                    1612.68                0.00             2259.13
s576           129014.02                    1612.68                0.00             3750.27
s577           129014.02                    1612.68                0.00             2770.59
s578           129014.02                    1612.68                0.00             4654.49
s579           129014.02                    1612.68                0.00             4768.81
s580           129014.02                    1612.68                0.00             4351.39
s581           129014.02                    1612.68                0.00             1631.98
s582           129014.02                    1612.68                0.00             2966.82
s583           129014.02                    1612.68                0.00             5124.28
s584           129014.02                    1612.68                0.00             4248.87
s585           129014.02                    1612.68                0.00             3086.08
s586           129014.02                    1612.68                0.00             7593.80
