CVaR               VaR

       50.84              50.84



Scenario           Finish_time         Tail
s508               b                          11.67
s508               c                          12.77
s508               d                          19.31
s508               e                          25.50
s508               f                          38.74
s508               g                          15.59
s508               h                          20.70
s508               i                          22.24
s508               j                          50.84
s509               a                           4.97
s509               b                          13.85
s509               c                          12.04
s509               d                          19.69
s509               e                          25.55
s509               f                          42.62
s509               g                          15.21
s509               h                          20.61
s509               i                          22.78
s509               j                          50.84
s510               a                           5.92
s510               b                          11.69
s510               c                          13.25
s510               d                          17.57
s510               e                          26.48
s510               f                          44.93
s510               g                          16.58
s510               h                          21.15
s510               i                          22.68
s510               j                          50.84
s511               a                           4.99
s511               b                          13.92
s511               c                          15.24
s511               d                          20.62
s511               e                          26.85
s511               f                          40.49
s511               g                          18.01
s511               h                          22.60
s511               i                          24.48
s511               j                          50.84
s512               a                           5.69
s512               b                          14.37
s512               c                          11.33
s512               d                          19.94
s512               e                          24.97
s512               f                          40.44
s512               g                          14.72
s512               h                          19.11
s512               i                          21.63
s512               j                          50.84
s513               a                           5.83
s513               b                          11.34
s513               c                          12.03
s513               d                          16.62
s513               e                          21.45
s513               f                          33.17
s513               g                          14.84
s513               h                          19.40
s513               i                          21.66
s513               j                          50.84
s514               a                           5.80
s514               b                          12.58
s514               c                          11.49
s514               d                          18.22
s514               e                          24.33
s514               f                          37.42
s514               g                          14.18
s514               h                          18.99
s514               i                          21.00
s514               j                          50.84
s515               a                           3.79
s515               b                          11.29
s515               c                          13.45
s515               d                          17.68
s515               e                          26.44
s515               f                          39.59
s515               g                          16.77
s515               h                          20.48
s515               i                          22.50
s515               j                          50.84
s516               a                           3.83
s516               b                          10.48
s516               c                          13.62
s516               d                          19.19
s516               e                          26.92
s516               f                          39.23
s516               g                          16.35
s516               h                          21.91
s516               i                          23.96
s516               j                          50.84
s517               a                           3.39
s517               b                          11.06
s517               c                          13.65
s517               d                          17.97
s517               e                          26.92
s517               f                          41.29
s517               g                          16.96
s517               h                          19.87
s517               i                          22.03
s517               j                          50.84
s518               a                           4.35
s518               b                          12.29
s518               c                          13.42
s518               d                          17.61
s518               e                          25.50
s518               f                          37.46
s518               g                          17.72
s518               h                          21.24
s518               i                          23.12
s518               j                          50.84
s519               a                           4.41
s519               b                          11.37
s519               c                          10.40
s519               d                          15.70
s519               e                          25.01
s519               f                          41.57
s519               g                          13.61
s519               h                          18.84
s519               i                          21.00
s519               j                          50.84
s520               a                           4.61
s520               b                          11.98
s520               c                          10.75
s520               d                          17.94
s520               e                          22.24
s520               f                          40.35
s520               g                          14.34
s520               h                          19.83
s520               i                          21.53
s520               j                          50.84
s521               a                           3.73
s521               b                          11.19
s521               c                          10.77
s521               d                          17.36
s521               e                          21.64
s521               f                          35.57
s521               g                          14.55
s521               h                          18.52
s521               i                          20.81
s521               j                          50.84
s522               a                           5.71
s522               b                          13.74
s522               c                          13.00
s522               d                          18.17
s522               e                          23.56
s522               f                          38.48
s522               g                          16.53
s522               h                          21.47
s522               i                          23.28
s522               j                          50.84
s523               a                           5.92
s523               b                          14.37
s523               c                          10.21
s523               d                          20.60
s523               e                          24.80
s523               f                          38.36
s523               g                          13.25
s523               h                          17.18
s523               i                          22.25
s523               j                          50.84
s524               a                           2.95
s524               b                           9.47
s524               c                          12.10
s524               d                          16.35
s524               e                          23.89
s524               f                          39.55
s524               g                          15.40
s524               h                          20.13
s524               i                          21.79
s524               j                          50.84
s525               a                           4.20
s525               b                          10.96
s525               c                          12.73
s525               d                          17.16
s525               e                          23.25
s525               f                          35.86
s525               g                          15.22
s525               h                          20.46
s525               i                          22.06
s525               j                          50.84
s526               a                           6.10
s526               b                          13.06
s526               c                          12.72
s526               d                          19.22
s526               e                          24.72
s526               f                          41.87
s526               g                          15.34
s526               h                          19.50
s526               i                          22.12
s526               j                          50.84
s527               a                           6.54
s527               b                          15.09
s527               c                          12.76
s527               d                          20.89
s527               e                          26.82
s527               f                          40.79
s527               g                          15.78
s527               h                          20.56
s527               i                          22.72
s527               j                          50.84
s528               a                           3.33
s528               b                           9.02
s528               c                          13.42
s528               d                          18.62
s528               e                          26.25
s528               f                          43.65
s528               g                          16.30
s528               h                          21.32
s528               i                          23.01
s528               j                          50.84
s529               a                           5.07
s529               b                          11.98
s529               c                          14.19
s529               d                          20.02
s529               e                          24.87
s529               f                          41.50
s529               g                          16.75
s529               h                          20.91
s529               i                          22.54
s529               j                          50.84
s530               a                           3.82
s530               b                          12.23
s530               c                          11.63
s530               d                          18.01
s530               e                          24.25
s530               f                          38.02
s530               g                          14.25
s530               h                          18.83
s530               i                          21.53
s530               j                          50.84
s531               a                           4.98
s531               b                          11.90
s531               c                          15.85
s531               d                          21.95
s531               e                          26.78
s531               f                          38.73
s531               g                          19.34
s531               h                          23.53
s531               i                          24.83
s531               j                          50.84
s532               a                           5.79
s532               b                          12.88
s532               c                          13.00
s532               d                          17.59
s532               e                          23.58
s532               f                          37.81
s532               g                          16.00
s532               h                          20.47
s532               i                          21.71
s532               j                          50.84
s533               a                           4.32
s533               b                          11.82
s533               c                          11.21
s533               d                          16.93
s533               e                          24.35
s533               f                          39.10
s533               g                          14.41
s533               h                          18.26
s533               i                          20.56
s533               j                          50.84
s534               a                           4.18
s534               b                          10.93
s534               c                          12.57
s534               d                          18.92
s534               e                          24.11
s534               f                          37.44
s534               g                          15.35
s534               h                          20.86
s534               i                          22.47
s534               j                          50.84
s535               a                           5.69
s535               b                          12.23
s535               c                          13.02
s535               d                          17.62
s535               e                          26.07
s535               f                          40.63
s535               g                          15.21
s535               h                          18.44
s535               i                          20.08
s535               j                          50.84
s536               a                           5.22
s536               b                          12.37
s536               c                          14.16
s536               d                          18.94
s536               e                          26.53
s536               f                          37.47
s536               g                          16.95
s536               h                          22.07
s536               i                          24.09
s536               j                          50.84
s537               a                           3.93
s537               b                           9.84
s537               c                          14.09
s537               d                          18.56
s537               e                          26.14
s537               f                          39.41
s537               g                          18.26
s537               h                          22.52
s537               i                          24.25
s537               j                          50.84
s538               a                           3.72
s538               b                          12.41
s538               c                          13.02
s538               d                          19.87
s538               e                          24.31
s538               f                          37.37
s538               g                          14.90
s538               h                          20.22
s538               i                          22.46
s538               j                          50.84
s539               a                           2.75
s539               b                           9.01
s539               c                          12.70
s539               d                          17.67
s539               e                          24.15
s539               f                          36.51
s539               g                          15.49
s539               h                          19.88
s539               i                          21.99
s539               j                          50.84
s540               a                           6.29
s540               b                          13.24
s540               c                          11.45
s540               d                          18.52
s540               e                          24.37
s540               f                          37.13
s540               g                          13.47
s540               h                          16.51
s540               i                          20.60
s540               j                          50.84
s541               a                           3.24
s541               b                          10.04
s541               c                          14.09
s541               d                          19.71
s541               e                          27.59
s541               f                          43.34
s541               g                          16.10
s541               h                          21.63
s541               i                          23.63
s541               j                          50.84
s542               a                           6.15
s542               b                          11.76
s542               c                          12.64
s542               d                          17.39
s542               e                          24.42
s542               f                          39.15
s542               g                          15.12
s542               h                          19.04
s542               i                          21.66
s542               j                          50.84
s543               a                           4.35
s543               b                          12.18
s543               c                          11.32
s543               d                          16.94
s543               e                          23.24
s543               f                          38.33
s543               g                          13.75
s543               h                          16.99
s543               i                          18.65
s543               j                          50.84
s544               a                           5.74
s544               b                          12.89
s544               c                          15.18
s544               d                          20.98
s544               e                          26.29
s544               f                          40.82
s544               g                          18.62
s544               h                          23.97
s544               i                          25.97
s544               j                          50.84
s545               a                           5.90
s545               b                          13.70
s545               c                          11.22
s545               d                          18.27
s545               e                          24.69
s545               f                          41.85
s545               g                          13.70
s545               h                          18.75
s545               i                          20.61
s545               j                          50.84
s546               a                           5.83
s546               b                          13.50
s546               c                          12.35
s546               d                          17.97
s546               e                          26.41
s546               f                          42.79
s546               g                          15.03
s546               h                          19.19
s546               i                          20.88
s546               j                          50.84
s547               a                           6.51
s547               b                          12.22
s547               c                          13.34
s547               d                          17.68
s547               e                          23.30
s547               f                          39.77
s547               g                          15.48
s547               h                          19.88
s547               i                          22.32
s547               j                          50.84
s548               a                           5.80
s548               b                          13.03
s548               c                          12.09
s548               d                          18.74
s548               e                          25.28
s548               f                          40.93
s548               g                          15.92
s548               h                          18.97
s548               i                          21.61
s548               j                          50.84
s549               a                           3.90
s549               b                          12.17
s549               c                          10.82
s549               d                          18.05
s549               e                          25.52
s549               f                          40.46
s549               g                          13.42
s549               h                          18.08
s549               i                          20.46
s549               j                          50.84
s550               a                           5.14
s550               b                          11.24
s550               c                          13.37
s550               d                          18.17
s550               e                          27.45
s550               f                          42.78
s550               g                          16.06
s550               h                          21.06
s550               i                          23.14
s550               j                          50.84
s551               a                           5.00
s551               b                          12.23
s551               c                          12.52
s551               d                          17.26
s551               e                          24.51
s551               f                          37.36
s551               g                          15.60
s551               h                          20.26
s551               i                          21.83
s551               j                          50.84
s552               a                           3.76
s552               b                          10.28
s552               c                          11.53
s552               d                          16.49
s552               e                          24.14
s552               f                          40.03
s552               g                          14.65
s552               h                          16.76
s552               i                          19.16
s552               j                          50.84
s553               a                           3.73
s553               b                          10.89
s553               c                          12.19
s553               d                          17.77
s553               e                          24.99
s553               f                          37.42
s553               g                          15.29
s553               h                          19.99
s553               i                          22.37
s553               j                          50.84
s554               a                           4.27
s554               b                          11.56
s554               c                          13.41
s554               d                          18.12
s554               e                          22.21
s554               f                          32.96
s554               g                          15.36
s554               h                          20.85
s554               i                          22.80
s554               j                          50.84
s555               a                           4.76
s555               b                          10.74
s555               c                          13.33
s555               d                          17.72
s555               e                          27.37
s555               f                          41.45
s555               g                          15.85
s555               h                          20.27
s555               i                          21.99
s555               j                          50.84
s556               a                           4.51
s556               b                          12.34
s556               c                          13.42
s556               d                          18.91
s556               e                          26.71
s556               f                          40.63
s556               g                          15.01
s556               h                          19.43
s556               i                          21.96
s556               j                          50.84
s557               a                           4.44
s557               b                          11.68
s557               c                          13.17
s557               d                          19.43
s557               e                          26.98
s557               f                          40.38
s557               g                          15.71
s557               h                          20.09
s557               i                          22.17
s557               j                          50.84
s558               a                           6.61
s558               b                          13.86
s558               c                          12.95
s558               d                          19.23
s558               e                          22.85
s558               f                          38.06
s558               g                          16.03
s558               h                          18.47
s558               i                          21.88
s558               j                          50.84
s559               a                           4.56
s559               b                          13.36
s559               c                          11.89
s559               d                          18.81
s559               e                          26.29
s559               f                          41.06
s559               g                          14.81
s559               h                          20.67
s559               i                          22.72
s559               j                          50.84
s560               a                           6.34
s560               b                          14.96
s560               c                          13.93
s560               d                          20.10
s560               e                          24.13
s560               f                          36.61
s560               g                          16.31
s560               h                          18.95
s560               i                          22.30
s560               j                          50.84
s561               a                           5.81
s561               b                          13.93
s561               c                          12.14
s561               d                          19.67
s561               e                          25.32
s561               f                          41.88
s561               g                          14.92
s561               h                          20.09
s561               i                          21.49
s561               j                          50.84
s562               a                           5.44
s562               b                          14.16
s562               c                          12.79
s562               d                          20.25
s562               e                          22.79
s562               f                          36.90
s562               g                          14.45
s562               h                          18.87
s562               i                          21.66
s562               j                          50.84
s563               a                           6.09
s563               b                          15.03
s563               c                          11.53
s563               d                          19.75
s563               e                          27.35
s563               f                          43.94
s563               g                          15.00
s563               h                          20.67
s563               i                          22.30
s563               j                          50.84
s564               a                           4.14
s564               b                          12.11
s564               c                          12.74
s564               d                          17.94
s564               e                          25.70
s564               f                          41.71
s564               g                          14.84
s564               h                          19.74
s564               i                          21.55
s564               j                          50.84
s565               a                           5.28
s565               b                          12.82
s565               c                          12.76
s565               d                          18.22
s565               e                          24.18
s565               f                          38.86
s565               g                          15.47
s565               h                          21.21
s565               i                          23.87
s565               j                          50.84
s566               a                           6.12
s566               b                          12.22
s566               c                          10.40
s566               d                          18.19
s566               e                          24.50
s566               f                          41.05
s566               g                          13.60
s566               h                          19.04
s566               i                          21.20
s566               j                          50.84
s567               a                           4.99
s567               b                          11.76
s567               c                          12.54
s567               d                          19.67
s567               e                          23.68
s567               f                          40.46
s567               g                          15.50
s567               h                          20.44
s567               i                          23.04
s567               j                          50.84
s568               a                           4.69
s568               b                          10.55
s568               c                          11.13
s568               d                          16.07
s568               e                          22.06
s568               f                          34.51
s568               g                          14.15
s568               h                          18.42
s568               i                          20.43
s568               j                          50.84
s569               a                           4.66
s569               b                          12.17
s569               c                          10.40
s569               d                          18.25
s569               e                          25.24
s569               f                          41.13
s569               g                          13.04
s569               h                          17.27
s569               i                          20.47
s569               j                          50.84
s570               a                           4.07
s570               b                          10.47
s570               c                          15.17
s570               d                          20.43
s570               e                          28.24
s570               f                          42.04
s570               g                          18.53
s570               h                          23.85
s570               i                          26.09
s570               j                          50.84
s571               a                           5.33
s571               b                          13.63
s571               c                          10.27
s571               d                          19.27
s571               e                          25.88
s571               f                          42.65
s571               g                          14.05
s571               h                          17.91
s571               i                          21.42
s571               j                          50.84
s572               a                           6.00
s572               b                          13.91
s572               c                          12.05
s572               d                          19.79
s572               e                          27.41
s572               f                          43.55
s572               g                          14.61
s572               h                          18.28
s572               i                          21.47
s572               j                          50.84
s573               a                           5.89
s573               b                          13.41
s573               c                          11.35
s573               d                          20.24
s573               e                          25.32
s573               f                          42.39
s573               g                          13.53
s573               h                          16.15
s573               i                          22.45
s573               j                          50.84
s574               a                           5.76
s574               b                          12.69
s574               c                          11.98
s574               d                          18.70
s574               e                          25.73
s574               f                          42.81
s574               g                          14.12
s574               h                          17.07
s574               i                          20.73
s574               j                          50.84
s575               a                           4.68
s575               b                          10.26
s575               c                          15.45
s575               d                          21.21
s575               e                          28.70
s575               f                          44.27
s575               g                          18.40
s575               h                          23.41
s575               i                          25.10
s575               j                          50.84
s576               a                           3.59
s576               b                          10.32
s576               c                          14.50
s576               d                          19.99
s576               e                          25.82
s576               f                          41.27
s576               g                          18.74
s576               h                          22.55
s576               i                          24.75
s576               j                          50.84
s577               a                           3.61
s577               b                          12.45
s577               c                          11.51
s577               d                          17.08
s577               e                          22.41
s577               f                          39.77
s577               g                          14.99
s577               h                          19.61
s577               i                          21.49
s577               j                          50.84
s578               a                           3.32
s578               b                          13.31
s578               c                          11.80
s578               d                          17.62
s578               e                          27.16
s578               f                          42.40
s578               g                          14.89
s578               h                          19.74
s578               i                          21.82
s578               j                          50.84
s579               a                           4.06
s579               b                           9.69
s579               c                          13.06
s579               d                          18.17
s579               e                          25.75
s579               f                          40.12
s579               g                          16.07
s579               h                          20.25
s579               i                          21.55
s579               j                          50.84
s580               a                           4.57
s580               b                          13.36
s580               c                          11.86
s580               d                          17.74
s580               e                          26.83
s580               f                          42.80
s580               g                          15.53
s580               h                          19.46
s580               i                          21.50
s580               j                          50.84
s581               a                           5.16
s581               b                          13.83
s581               c                          12.53
s581               d                          18.65
s581               e                          25.33
s581               f                          37.79
s581               g                          16.27
s581               h                          21.08
s581               i                          23.31
s581               j                          50.84
s582               a                           3.00
s582               b                           9.91
s582               c                          10.96
s582               d                          16.29
s582               e                          20.72
s582               f                          33.52
s582               g                          13.96
s582               h                          18.26
s582               i                          20.69
s582               j                          50.84
s583               a                           5.74
s583               b                          13.01
s583               c                          12.91
s583               d                          17.20
s583               e                          23.74
s583               f                          38.87
s583               g                          16.79
s583               h                          21.35
s583               i                          23.52
s583               j                          50.84
s584               a                           4.64
s584               b                          14.27
s584               c                          11.59
s584               d                          18.95
s584               e                          26.19
s584               f                          39.44
s584               g                          15.81
s584               h                          19.83
s584               i                          21.79
s584               j                          50.84
s585               a                           5.67
s585               b                          12.51
s585               c                          11.58
s585               d                          17.68
s585               e                          25.18
s585               f                          40.07
s585               g                          14.95
s585               h                          20.80
s585               i                          22.53
s585               j                          50.84
s586               a                           5.93
s586               b                          12.54
s586               c                          12.71
s586               d                          18.70
s586               e                          25.76
s586               f                          40.09
s586               g                          17.27
s586               h                          22.07
s586               i                          24.40
s586               j                          50.84
s587               a                           3.88
s587               b                          12.22
s587               c                          11.23
s587               d                          17.66
s587               e                          24.11
s587               f                          38.71
s587               g                          14.53
s587               h                          19.74
s587               i                          21.98
s587               j                          50.84
s588               a                           4.45
s588               b                          10.86
s588               c                          11.71
s588               d                          16.78
s588               e                          22.40
s588               f                          35.70
s588               g                          14.70
s588               h                          18.56
s588               i                          20.24
s588               j                          50.84
s589               a                           4.15
s589               b                          11.29
s589               c                          12.52
s589               d                          17.07
s589               e                          26.06
s589               f                          41.47
s589               g                          15.21
s589               h                          19.85
s589               i                          21.82
s589               j                          50.84
s590               a                           5.12
s590               b                          13.43
s590               c                          13.26
s590               d                          17.55
s590               e                          26.37
s590               f                          41.31
s590               g                          16.79
s590               h                          21.65
s590               i                          23.94
s590               j                          50.84
s591               a                           4.32
s591               b                          11.81
s591               c                          14.27
s591               d                          19.67
s591               e                          27.54
s591               f                          44.14
s591               g                          16.73
s591               h                          21.20
s591               i                          23.79
s591               j                          50.84
s592               a                           4.76
s592               b                          13.89
s592               c                          15.37
s592               d                          19.87
s592               e                          28.07
s592               f                          46.35
s592               g                          19.22
s592               h                          24.25
s592               i                          25.93
s592               j                          50.84
s593               a                           4.76
s593               b                          12.73
s593               c                          10.69
s593               d                          19.66
s593               e                          25.07
s593               f                          40.18
s593               g                          12.48
s593               h                          17.24
s593               i                          21.87
s593               j                          50.84
s594               a                           6.02
s594               b                          12.99
s594               c                          15.00
s594               d                          19.87
s594               e                          29.18
s594               f                          46.82
s594               g                          19.32
